1	b178qb	2	Knightlow Road	Birmingham	B17 8QB
2	b178qb	4	Knightlow Road	Birmingham	B17 8QB
3	b178qb	6	Knightlow Road	Birmingham	B17 8QB
4	b178qb	8	Knightlow Road	Birmingham	B17 8QB
5	b178qb	10	Knightlow Road	Birmingham	B17 8QB
6	b178qb	12	Knightlow Road	Birmingham	B17 8QB
7	b178qb	Lordswood Girls School	Knightlow Road	Birmingham	B17 8QB
8	hu178qg	Pippins Cottage, Bishop Burton College	York Road, Bishop Burton	Beverley	HU17 8QG
9	hu178qg	Bishop Burton College	York Road, Bishop Burton	Beverley	HU17 8QG
